,area,perimeter,red_mean,green_mean,blue_mean,f1,f2,red_std,green_std,blue_std,f4,f5,f6,f7,f8,label
1554,43944.5,1216.374671,69.94569397,77.85752869,74.23551941,0.44,0.56,59.91679459,62.89380751,60.82909249,5725.206578,93.8082768,1.355884017,1.258701989,3.247006406,0
1555,6054,564.0487707,11.90414429,17.08789063,16.48088074,0.14,0.86,30.94512262,38.2590959,37.17789727,2219.67525,30.3678611,3.100616342,2.992379125,3.186349395,0
1556,25.5,19.89949453,15.06814575,24.277771,19.71852112,0.13,0.87,48.06696919,62.09873158,53.59999516,4037.996115,30.66951509,3.336693256,3.267581312,3.389045822,0
1557,100.5,46.24264061,38.62117004,51.56335449,45.28263855,0.39,0.61,50.97361399,62.76083207,56.53360737,4638.642759,70.75637351,2.134906795,2.058771887,3.342577075,0
1558,2864.5,264.9533173,0.7479400635,0.6976776123,0.7072143555,0,1,6.988010735,6.709415171,6.721041158,108.8906765,2.081466623,3.886244149,3.866843021,2.806145276,0
1559,38065,1008.558437,46.68315125,57.59552002,52.7605896,0.4,0.6,55.85911954,63.49188181,59.03519976,4807.839187,74.90385044,1.886735611,1.799368866,3.355877838,0
1560,941,157.3969686,6.742492676,9.474868774,8.487106323,0.1,0.9,24.79072697,28.73543986,26.49958862,1273.933439,17.64943597,3.402087694,3.270128196,3.154948673,0
1561,34790,798.2152914,29.31492615,46.50987244,41.12837219,0.34,0.66,44.82132246,61.9475695,55.63991842,3887.287038,59.74637423,2.280812977,2.182756071,3.419487612,0
1562,35073.5,1105.972649,45.98590088,58.71897888,53.58511353,0.39,0.61,56.98537444,66.5137445,61.49815394,5641.030672,81.68419814,1.918186398,1.805079821,3.304439789,0
1563,16293,1268.666081,15.80755615,20.96284485,19.54382324,0.17,0.83,37.16907388,45.24837066,41.98479007,2869.203139,37.62809863,3.033480597,2.93744874,3.236322068,0
1564,0.5,3.414213538,10.39915466,13.15086365,12.52026367,0.08,0.92,30.28951023,35.67078965,33.72912881,1488.667372,20.75192366,3.335001192,3.253135782,3.372914674,0
1565,12592,1332.749342,21.14961243,31.26843262,29.55497742,0.1,0.9,55.49624622,70.9602698,67.3181431,5395.742106,42.31259768,3.232671253,3.162038484,3.412174779,0
1566,48.5,27.41421354,13.95748901,19.29072571,17.32452393,0.15,0.85,33.56630455,43.33948055,38.74946998,2440.926274,32.15979317,3.137298221,3.042642826,3.266911746,0
1567,32058.5,994.6589419,34.6781311,49.9994812,43.12852478,0.29,0.71,48.63700385,62.3395362,54.6102351,3349.949736,56.48519938,2.264844752,2.17110291,3.499273351,0
1568,40414,898.3330404,63.41101074,72.092453,63.39642334,0.31,0.69,52.0026959,58.75404309,51.90787811,1427.93417,41.3677591,1.673458155,1.493406419,3.769028038,0
1569,24693,1256.333041,33.66716003,36.88607788,32.96035767,0.09,0.91,44.28764247,48.67143946,43.20498679,1206.323528,30.2728489,2.536473475,2.440095273,3.718434934,0
1570,30059.5,892.9432137,24.04899597,28.1650238,25.49285889,0.2,0.8,44.65119361,49.32839973,45.44703806,3306.506738,46.55115346,2.788073086,2.712332498,3.267384347,0
1571,84.5,37.07106769,22.81057739,22.63160706,21.98179626,0.04,0.96,34.3564151,34.37451413,33.29688079,1031.452322,27.2716442,2.737143343,2.660072633,3.552891127,0
1572,17664,1035.078207,26.01702881,25.60682678,25.34953308,0.03,0.97,42.82542663,42.57392792,41.93014134,979.646736,22.23621107,2.934751541,2.860623739,3.726854241,0
1573,35073.5,1105.972649,45.98550415,58.71937561,53.58456421,0.39,0.61,56.98466449,66.5138017,61.49838768,5640.923172,81.68383014,1.918193929,1.805079822,3.304451093,0
1574,18102,868.1665199,25.23046875,26.69122314,25.45246887,0.06,0.94,41.29592448,44.03579463,41.62053704,741.0699221,19.63096225,2.938563556,2.862561339,3.798083942,0
1575,39324,1100.735063,46.78048706,60.79069519,50.91548157,0.32,0.68,41.10288302,52.79958439,43.88307483,1597.471384,44.75204645,1.710970535,1.554149303,3.656510665,0
1576,106.5,60.18376577,9.398925781,11.47973633,11.62759399,0.06,0.94,28.69915641,32.95254551,32.66527449,1611.776204,22.00475977,3.399823902,3.331123977,3.224641154,0
1577,21296,1385.896531,27.64743042,31.81404114,29.3374939,0.23,0.77,48.53760471,53.64732408,49.82132585,3252.985664,47.26819601,2.721092798,2.62776736,3.395306706,0
1578,4850,415.7056241,24.93199158,32.5625,29.9573822,0.25,0.75,45.8042171,54.17555043,50.63733784,3998.915708,53.8463642,2.666584993,2.582341824,3.261282856,0
1579,18905,997.9898951,28.9209137,28.65176392,27.56840515,0.03,0.97,45.78320893,45.53027721,43.77336279,1419.758017,30.42308445,2.835874809,2.782448474,3.647940773,0
1580,3361.5,328.9533172,9.691314697,12.03596497,11.81257629,0.08,0.92,28.41810843,31.82907859,30.77196156,1472.541376,21.64506968,3.171581128,3.03685602,3.234653327,0
1581,38937,1400.818322,54.02505493,62.7033844,54.64230347,0.28,0.72,47.04148736,53.32451979,46.78719362,1528.974605,41.15833369,1.749691261,1.580875891,3.696860417,0
1582,17399.5,1080.291411,25.64990234,26.01435852,24.66590881,0.05,0.95,42.92033696,43.84788497,41.4715063,873.566376,20.26186136,2.969332384,2.895963599,3.763132152,0
1583,39534.5,1078.918827,61.40725708,63.93304443,60.69979858,0.28,0.72,60.20934527,61.27812504,58.52376365,3672.598546,64.25332883,1.774506146,1.661835441,3.490720479,0
1584,23532.5,989.2619735,29.8865509,31.6494751,28.43960571,0.09,0.91,40.75034927,43.5291096,39.06129197,812.6139588,24.1850316,2.626895217,2.526045427,3.76721326,0
1585,37548.5,971.0609628,119.8739471,140.6177368,129.5090179,0.36,0.64,105.2210289,120.8778934,112.0416813,3190.890425,45.06246287,1.949038721,1.663933932,3.881523728,0
1586,84,37.31370831,5.200042725,6.145584106,6.259719849,0.04,0.96,21.73756683,23.62493218,23.94801368,1078.026958,14.47649648,3.524471849,3.462497625,3.023514559,0
1587,32666,1178.759446,44.92887878,55.43583679,51.23913574,0.36,0.64,56.94845814,67.00598598,62.05741786,5266.828845,75.47032217,2.119883612,2.018148172,3.362122945,0
1588,521,99.1126976,30.12257385,31.31288147,28.9256134,0.09,0.91,43.65283651,45.67262159,42.08391261,1249.094349,30.33710166,2.694114504,2.625195862,3.680763864,0
1589,45.5,27.07106769,33.91685486,38.71142578,34.52165222,0.12,0.88,45.18283271,51.67951632,45.60834009,682.9648479,19.39502163,2.654346161,2.491155684,3.856481655,0
1590,30133.5,1148.291411,42.94262695,44.23994446,41.96696472,0.1,0.9,46.93224146,48.48469379,45.75858305,669.3939834,22.90338043,2.300182596,2.116032181,3.850608102,0
1591,19370,1373.979792,49.81776428,59.20339966,56.21412659,0.19,0.81,86.66632922,98.33913043,93.53068228,7204.893075,57.72663609,2.889169245,2.742242323,3.605283287,0
1592,2330.5,241.2964634,6.315338135,7.382110596,7.582443237,0.03,0.97,23.94946157,25.98891835,25.93055446,1043.645106,13.89723322,3.462546095,3.340771344,3.192847912,0
1593,23719.5,848.7422028,14.60995483,21.46537781,19.57980347,0.2,0.8,33.18303842,41.62312261,38.50695156,2787.232949,39.13989193,2.87362232,2.766002918,3.110552524,0
1594,28571.5,744.6589414,57.37330627,70.49191284,66.95701599,0.25,0.75,88.59909149,101.4996105,97.37043267,9485.312339,81.01596423,2.584011207,2.434711808,3.512702935,0
1595,26279,890.5929265,37.5071106,42.11547852,39.27055359,0.11,0.89,47.81351496,53.7250118,49.62808453,1519.459049,36.53674446,2.446557048,2.36290548,3.713802771,0
1596,20185,1296.121926,23.35578918,28.92051697,28.14553833,0.16,0.84,45.24115124,52.84757223,51.10394523,3980.051703,51.1279434,2.783631065,2.69740139,3.248542624,0
1597,30133.5,1148.291411,42.94287109,44.24110413,41.96690369,0.1,0.9,46.93294012,48.48609919,45.75830623,669.3944751,22.90347258,2.300170135,2.11603218,3.850608046,0
1598,3810.5,391.9827552,2.869750977,3.076705933,3.377365112,0.01,0.99,16.76833522,17.27296374,18.24574393,541.0521037,7.533820586,3.719952708,3.661395964,3.112771502,0
1599,2331,241.8822497,7.041534424,9.185211182,9.326293945,0.09,0.91,23.48730806,27.44027659,27.11930387,1384.2824,19.23279964,3.323649158,3.17828481,3.040488514,0
1600,179.5,130.04163,53.47271729,55.89572144,54.21003723,0.08,0.92,96.60296302,100.6774933,97.77899035,3044.192069,27.29825842,3.131863427,3.028163886,3.845377269,0
1601,23532.5,989.2619735,29.88652039,31.6497345,28.44003296,0.09,0.91,40.7501526,43.52971584,39.06206842,812.6091399,24.18490869,2.626902719,2.526045434,3.767214457,0
1602,18.5,16.24264061,1.114227295,1.067932129,1.09362793,0,1,8.905555153,8.696182471,8.794480534,160.5524204,2.922132053,3.862081869,3.84458536,2.954628226,0
1603,84.5,37.07106769,22.81105042,22.63145447,21.9818573,0.04,0.96,34.35737591,34.37423284,33.29707055,1031.452878,27.27167496,2.737147296,2.660072633,3.552890921,0
1604,44759,916.3086561,66.74963379,84.02368164,69.96815491,0.38,0.62,48.47517373,59.25001252,49.59682151,1605.287343,48.55202777,1.404592508,1.231058013,3.728812895,0
1605,11,14.48528099,12.38363647,15.42921448,14.93377686,0.1,0.9,32.20456745,36.30232737,34.77068401,1396.155336,21.45149209,3.182838575,3.018461514,3.435537379,0
1606,18867.5,988.1492748,64.50086975,63.85949707,62.47935486,0.04,0.96,100.7925154,99.73415731,97.569425,2200.922389,29.40724235,2.883594299,2.8090239,3.887929026,0
1607,4,10,10.60586548,13.17398071,13.18730164,0.07,0.93,30.05489756,34.35053779,33.36437496,1521.501783,22.04811587,3.285491825,3.12316143,3.317822153,0
1608,235.5,70.18376589,29.7898407,31.53791809,29.25979614,0.08,0.92,44.70649974,47.70967417,44.11435832,1085.08682,25.77348195,2.776767253,2.698670781,3.745513653,0
1609,19.5,18.2426405,9.394393921,11.48287964,11.62963867,0.06,0.94,28.68998733,32.95893682,32.66897101,1612.759184,22.01154033,3.399789508,3.331062584,3.22434817,0
1610,1152,174.8528124,6.165847778,8.980667114,8.665313721,0.08,0.92,23.61683745,28.26182984,27.49325728,1434.038948,18.86176525,3.374794818,3.274698962,3.044602252,0
1611,25.5,21.07106769,7.558654785,7.202224731,7.44921875,0.02,0.98,28.40552604,26.71602603,27.20531895,1093.813747,15.51546701,3.486431203,3.420110375,3.248140958,0
1612,2998,299.0538226,6.511550903,6.422317505,6.388824463,0.03,0.97,25.81358982,24.40648148,24.22524232,878.2222135,13.30284776,3.493670978,3.399696986,3.266859993,0
1613,22773.5,1249.109734,24.63441467,29.84136963,29.20898438,0.17,0.83,47.12095628,53.36790557,51.89121337,3759.041548,49.19895671,2.731230453,2.628751421,3.308385856,0
1614,188.5,53.5563488,3.747161865,3.953125,4.07572937,0.02,0.98,19.5128157,18.9151306,19.11694691,657.1167127,9.710198121,3.630933856,3.564990343,3.088020547,0
1615,0.5,3.414213538,10.3974762,13.14814758,12.51797485,0.08,0.92,30.28718668,35.66467616,33.72441088,1486.792938,20.73949875,3.335044293,3.253197164,3.373553047,0
1616,2573.5,253.2964634,0.5092010498,0.4864959717,0.4691467285,0,1,5.973306982,5.878349549,5.731332233,128.5914235,2.109275279,3.9016441,3.88450845,2.128149555,0
1617,24,19.65685415,7.949554443,9.786514282,9.538543701,0.07,0.93,28.68091894,30.89027283,30.35926207,1413.128826,19.40850472,3.346441903,3.250664312,3.237560256,0
1618,153.5,68.38477588,4.211975098,4.638702393,4.554229736,0.03,0.97,20.47101134,21.0256965,20.58971416,713.4648735,10.41671695,3.617628819,3.559494498,3.16794347,0
1619,294.5,83.21320307,11.09202576,13.7721405,13.82862854,0.03,0.97,40.82375995,46.44954025,45.87166479,3303.494234,23.74963422,3.551329666,3.495947028,3.204461793,0
1620,7105.5,663.0954529,4.000671387,4.971710205,5.148590088,0.02,0.98,18.35416896,20.71560191,20.9665519,757.1063304,11.30377649,3.579040611,3.504589527,3.097245991,0
1621,756.5,111.639609,9.254348755,12.74780273,12.15022278,0.11,0.89,27.47697713,32.78100741,31.29423531,1788.928478,23.83776186,3.240468147,3.105725652,3.104097439,0
1622,5428,423.7056247,16.71011353,21.9513092,21.75563049,0.07,0.93,50.14370717,57.98893101,56.64373017,3960.076372,30.88272473,3.335719713,3.260042711,3.378338536,0
1623,68,38.14213538,15.98176575,21.16191101,19.2175293,0.17,0.83,38.6458248,46.9745468,43.51258456,2695.538665,34.95198517,3.116648065,3.063802966,3.333596425,0
1624,21977.5,961.1198388,34.32884216,36.71568298,34.70623779,0.11,0.89,48.65084162,52.43264713,49.16373886,748.7524196,20.05178585,2.743447701,2.622508159,3.85550481,0
1625,82.5,39.89949489,33.27180481,44.04580688,38.87374878,0.32,0.68,47.8981749,56.38704098,50.85203081,3400.183177,55.76690858,2.188579083,2.040037859,3.405186963,0
1626,0.5,3.414213538,17.74023438,22.62965393,21.81369019,0.17,0.83,39.76068543,43.6192218,42.66017667,2633.842955,37.17830846,2.744329279,2.518097332,3.275905724,0
1627,34,25.65685403,37.87263489,43.97026062,43.42851257,0.24,0.76,54.79654612,60.91004277,59.66231766,5328.715181,71.02909662,2.285679848,2.189111047,3.254264101,0
1628,22695.5,801.3208488,31.97329712,32.97637939,31.25480652,0.07,0.93,44.46380914,46.32179576,43.4795979,352.2608088,9.700133482,2.917862069,2.58439813,3.913461588,0
1629,6133,579.8477609,7.506439209,11.71482849,11.92649841,0.08,0.92,21.46755708,29.04343803,28.10864405,1207.214944,18.03659404,3.247355803,3.0573401,3.213894399,0
1630,44.5,64.24264061,23.06750488,29.8039856,27.98927307,0.21,0.79,43.71706897,52.10630525,49.33083583,3346.829831,47.11068724,2.799488592,2.746342968,3.337441393,0
1631,2487,248.7106769,0.3996276855,0.3862457275,0.3878326416,0,1,5.663121892,5.620400086,5.598842525,157.3719231,2.075625421,3.908697085,3.893378485,1.522021622,0
1632,576.5,109.0121925,37.05609131,41.2804718,38.95484924,0.16,0.84,80.38714098,86.36579757,82.65822428,6011.213385,45.94793349,3.158676579,3.039768635,3.580480795,0
1633,23408,1678.867093,16.71330261,23.77474976,22.19290161,0.19,0.81,37.45283986,43.74413271,41.378001,2391.342913,33.74661506,2.775680983,2.49093031,3.316193237,0
1634,39324,1100.735063,46.78004456,60.79171753,50.91468811,0.31,0.69,41.10255007,52.8005908,43.88252251,1597.473105,44.7521386,1.710957283,1.554149323,3.656510656,0
1635,26969,889.9066347,87.08256531,99.98670959,95.37379456,0.2,0.8,104.3742119,118.9457811,113.4432302,2421.668261,30.25902814,2.540288463,2.312035219,3.909256322,0
1636,303.5,69.55634892,11.91174316,17.0880127,16.48117065,0.14,0.86,30.95455001,38.25902303,37.17801357,2219.694117,30.36801453,3.100616727,2.99237913,3.186351629,0
1637,16194.5,1069.653889,15.50390625,21.95582581,20.22468567,0.16,0.84,35.32356518,45.20382798,41.71907232,2992.036664,40.53504872,3.00033059,2.953054669,3.190554783,0
1638,2283,241.8822497,6.42906189,7.175674438,7.288635254,0.04,0.96,25.49068092,26.17269135,26.62525794,1165.055318,15.79990923,3.47129592,3.394827293,3.151822397,0
1639,1030,135.1126976,15.13246155,20.65130615,19.58352661,0.16,0.84,34.7892145,43.20894507,40.85445581,2770.360659,36.62445033,3.029376136,2.930941363,3.1951583,0
1640,211,74.76955187,16.43910217,22.66264343,21.43965149,0.17,0.83,37.47098058,47.24775882,43.92141456,3033.63335,38.614361,2.987820329,2.835815689,3.253531852,0
1641,2257,239.1959583,16.28277588,26.36250305,23.2237854,0.24,0.76,37.1185025,48.62588351,44.11369822,2727.766661,39.09432568,2.784534257,2.681940674,3.348561823,0
1642,13119.5,896.6345576,45.87510681,44.83895874,43.60894775,0.02,0.98,90.48218397,88.56394074,86.28932581,2584.933167,29.02389706,3.206698966,3.157811917,3.833131758,0
1643,31346.5,916.2914113,36.4335022,45.7118988,39.10618591,0.29,0.71,53.34831942,61.98448176,54.21945386,3663.318804,56.28177276,2.371592795,2.137117535,3.461918955,0
1644,25043,1099.185853,21.89176941,28.2588501,27.39776611,0.22,0.78,43.36270105,50.84126335,48.94512156,4563.796012,55.92014604,2.642207141,2.512663866,3.06532053,0
1645,35101.5,1002.742202,46.73146057,58.47767639,52.89100647,0.39,0.61,53.50497399,62.89931415,57.51767047,3973.271045,67.52958291,1.909294754,1.805614522,3.447831979,0
1646,18274.5,1298.163555,16.64886475,22.39961243,21.29476929,0.16,0.84,38.23312658,46.57235594,44.0374769,3009.291994,39.38226626,2.955034091,2.869522654,3.250216248,0
1647,428.5,88.72792184,23.05056763,26.00920105,26.93476868,0.04,0.96,61.50837222,66.53685542,67.02894606,6073.55532,41.96845546,3.322260096,3.246398405,3.303571068,0
1648,66,34.97056234,19.65467834,22.8144989,24.4593811,0.05,0.95,53.41910291,58.71761203,59.2999523,4569.718791,34.78711079,3.266130219,3.125105092,3.323060792,0
1649,15304.5,902.5756818,45.12297058,45.92605591,44.56819153,0.04,0.96,82.53261851,84.32267834,81.93900629,2979.653818,36.36908058,3.077277642,3.033043452,3.785113162,0
1650,4537.5,368.6690465,4.141433716,4.581314087,4.917236328,0.02,0.98,19.76969837,20.9299502,21.83501126,530.7879109,8.294688942,3.657292816,3.580938201,3.400475686,0
1651,4850,415.7056241,24.91366577,32.56610107,29.95639038,0.25,0.75,45.80497158,54.17813281,50.63702316,3998.689553,53.84344753,2.666581711,2.582341836,3.26130986,0
1652,23257.5,846.9432122,24.49923706,32.70446777,29.78317261,0.24,0.76,43.53772791,55.07289954,50.30189027,3149.540315,47.24369383,2.724312337,2.652748843,3.424368203,0
1653,11434,636.9949471,32.77894592,30.22770691,29.0279541,0.01,0.99,71.3265311,65.96939359,63.31710317,785.4511637,10.41275141,3.358246019,3.279791371,3.909250946,0
1654,9635,786.5929259,34.61196899,34.60015869,33.30160522,0.02,0.98,82.09900553,82.12088839,79.17539672,1785.305396,18.49737385,3.430549228,3.382154669,3.864234375,0
1655,26715,1072.298551,23.94659424,35.46611023,31.90959167,0.26,0.74,42.81911571,56.54753891,50.89123716,3833.979363,53.71051627,2.555168211,2.42475965,3.321035161,0
1656,864,155.1126978,8.77935791,11.41133118,11.29512024,0.08,0.92,25.21639365,30.0377196,28.17227068,1308.43132,17.92877781,3.30026043,3.083474155,3.2075751,0
1657,14,14.82842708,15.61842346,18.26133728,18.27314758,0.11,0.89,37.40504272,41.76328365,41.04722135,2986.533538,37.49491355,3.101952495,3.02152306,3.113576464,0
1658,29063,1738.038666,45.41941833,49.68725586,48.30726624,0.22,0.78,58.92175101,62.07041673,60.21276763,3857.814405,57.31802408,2.238376472,2.145975683,3.480419763,0
1659,28064.5,772.8010781,23.94058228,31.1000824,29.53111267,0.2,0.8,45.03661986,54.8651749,51.90509007,3566.13226,48.64022071,2.744168909,2.648902614,3.361381337,0
1660,85.5,37.89949465,28.13902283,35.79934692,35.59269714,0.07,0.93,65.08861644,76.5601155,75.74530104,6410.545901,49.97748456,3.147793941,3.070413857,3.426755031,0
1661,25281.5,1005.948265,36.37593079,40.44247437,37.08981323,0.15,0.85,46.96540715,52.60073041,47.80260017,1075.753035,28.73638336,2.517397766,2.417781466,3.787713137,0
1662,24465,1064.381811,22.27861023,28.45344543,26.60913086,0.24,0.76,42.66372879,49.77108731,47.38832207,3346.76716,47.13936401,2.692003161,2.596907679,3.279098294,0
1663,932.5,148.1248904,9.179855347,12.30354309,12.84115601,0.02,0.98,36.04303734,45.00967382,44.78254862,2941.55274,20.9683537,3.60535058,3.560180288,3.229761397,0
1664,16521.5,1035.521859,17.61581421,18.47779846,17.29292297,0.07,0.93,31.64411318,33.43303072,31.21011365,925.3930965,22.84450368,2.993316145,2.937025765,3.560269779,0
1665,17764,869.5634888,54.73783875,55.57307434,54.16441345,0.08,0.92,90.94806294,92.84329426,90.25961696,3527.465579,42.63858774,2.947049745,2.882173512,3.790559251,0
1666,17798.5,986.0071397,65.19714355,65.01557922,64.51446533,0.03,0.97,105.7426629,105.5003774,104.733968,2737.015665,32.74501388,3.001970134,2.877419576,3.876354202,0
1667,45,29.65685403,25.74333191,35.26922607,31.48544312,0.29,0.71,43.81340822,53.3448684,48.73270115,3996.173872,58.41485679,2.463210828,2.380220352,3.224249959,0
1668,7497.5,608.3746721,19.59939575,24.82437134,24.44883728,0.14,0.86,41.13740636,47.33084545,46.4208653,3034.079227,41.27115238,2.857379717,2.754706629,3.288951539,0
1669,350,89.45584357,40.84631348,49.55412292,48.00050354,0.11,0.89,81.51976345,91.80513427,89.70276021,7521.171263,54.89791925,3.02352505,2.900047198,3.534310446,0
1670,112,42.14213538,21.40501404,28.39541626,27.43624878,0.17,0.83,41.57681092,50.36746276,48.7299262,3533.987068,48.19321974,2.746943191,2.675617404,3.256536277,0
1671,2524.5,252.3259008,4.442565918,4.636291504,5.222640991,0.02,0.98,20.36828196,20.37396749,21.82878784,758.3820193,10.84893454,3.606184817,3.509399582,3.121522697,0
1672,22683,1023.906635,34.55194092,36.34147644,33.69837952,0.07,0.93,47.83138975,50.69705416,46.71749202,719.1822186,20.18507665,2.704119145,2.577224919,3.850261821,0
1673,15637,1675.057997,25.59884644,32.77365112,31.71203613,0.1,0.9,62.77799402,70.41415767,68.53871871,5546.801845,42.20858606,3.105527853,2.962443674,3.408843593,0
1674,19832,1143.303603,41.28219604,42.16673279,41.49742126,0.04,0.96,63.43634364,65.55867057,64.07378206,1830.683116,28.91583562,2.823347502,2.747660351,3.781328788,0
1675,71.5,33.07106769,9.370895386,12.21928406,11.68156433,0.08,0.92,27.65338738,34.71994842,32.02279747,1317.674467,19.61169028,3.377328841,3.191486661,3.394629585,0
1676,11.5,14.24264061,35.7940979,41.12927246,35.47909546,0.17,0.83,43.70054535,50.52919278,43.28157458,730.3921287,23.05871095,2.476471792,2.329917658,3.837316689,0
1677,394,84.62741661,16.28086853,22.46505737,20.46217346,0.21,0.79,35.5057375,44.51867558,40.77837862,2628.45093,37.78698902,2.88913875,2.750694085,3.265141741,0
1678,14875.5,948.8355681,19.52947998,19.96806335,19.5370636,0.03,0.97,36.82455854,38.20199707,37.05774986,800.9907811,18.65618242,3.115132115,3.059860322,3.715957216,0
1679,31104,855.3279896,26.35586548,37.2038269,32.87193298,0.26,0.74,44.64646118,57.80497276,51.18684093,3349.684315,49.64000258,2.577497955,2.457357921,3.428096785,0
1680,44759,916.3086561,66.74963379,84.02368164,69.96815491,0.38,0.62,48.47517373,59.25001252,49.59682151,1605.287343,48.55202777,1.404592508,1.231058013,3.728812895,0
1681,2248.5,239.2964634,4.550292969,5.11857605,5.237167358,0.04,0.96,19.85713294,21.30679434,21.51074259,982.7553643,13.34608834,3.574701099,3.515630023,2.900388424,0
1682,2.5,7.414213538,9.000213623,9.623565674,10.2741394,0.02,0.98,31.63556962,32.41044494,33.87169647,1239.361128,16.91301236,3.439215423,3.330944964,3.420516003,0
1683,713,134.0832602,27.65132141,34.58232117,33.98962402,0.09,0.91,65.8260969,74.66213958,72.77724835,5206.106389,40.79665784,3.115832471,2.979235117,3.509772198,0
1684,2615,252.7106769,0.6621398926,0.6067504883,0.5972595215,0,1,7.271338376,7.004854071,6.942260283,194.7543966,2.690844927,3.895174592,3.878416647,2.027668354,0
1685,2699,286.7106768,8.797317505,9.002914429,9.947143555,0.02,0.98,30.5824503,30.52644489,32.51168212,1266.00523,17.51634323,3.411559794,3.324162368,3.347854161,0
1686,34339,951.7300096,41.9667511,55.79017639,47.00315857,0.43,0.57,51.03613894,60.96632353,53.58896012,4889.426822,76.23301855,1.936235535,1.853059554,3.255260963,0
1687,302,108.9705625,13.21833801,17.71113586,17.14317322,0.15,0.85,33.54152026,38.72367437,37.2243305,2163.051119,29.05020383,3.028778802,2.819063091,3.230844604,0
1688,25576.5,1256.198045,25.39463806,34.10276794,31.14881897,0.28,0.72,45.34115145,53.9561571,50.18692196,4613.497196,60.37334925,2.503496998,2.406977558,3.137269544,0
1689,539,115.9411246,14.7822876,19.13569641,19.8682251,0.06,0.94,39.9568412,48.81566157,47.22855274,2775.297609,23.90556877,3.328141781,3.19801241,3.364829696,0
1690,44.5,64.24264061,23.06752014,29.80400085,27.98928833,0.21,0.79,43.7170932,52.10633533,49.33086135,3346.86273,47.11071775,2.799473907,2.746342976,3.337435632,0
1691,28349.5,1120.482316,25.02626038,32.26402283,30.1342926,0.26,0.74,46.3447015,53.53490167,50.9252659,4030.358176,54.24716029,2.528141616,2.427227713,3.250991034,0
1692,33353,947.6711349,36.74957275,45.98913574,44.48857117,0.29,0.71,51.43114364,58.93671583,57.12219331,5952.829376,80.85483023,2.090144081,1.994475244,3.098310037,0
1693,14,18,26.38447571,34.42929077,31.20458984,0.28,0.72,46.06226702,54.73280578,50.72449185,3843.888757,53.85786482,2.559720081,2.466409916,3.301302026,0
1694,1255,158.426406,11.36604309,16.576828,14.6842041,0.15,0.85,31.36579523,40.13102761,36.08141536,1879.382826,26.7831712,3.194150292,3.11870604,3.344363405,0
1695,34128.5,1243.88939,45.98571777,51.78137207,48.90666199,0.3,0.7,57.67277412,61.52718385,58.71444393,4232.327325,64.47621113,2.072569501,1.981181548,3.413081388,0
1696,23415,1686.146314,42.02653503,61.05599976,55.28968811,0.24,0.76,74.8653235,92.57503625,86.0783467,8485.038575,72.0396386,2.621063386,2.483241273,3.45346838,0
1697,20072,1572.499561,22.21401978,27.58642578,26.11303711,0.2,0.8,43.40484738,49.56323249,47.2038395,3209.566335,44.69758921,2.808286392,2.693660305,3.304242167,0
1698,45721,1027.563489,65.83131409,84.7815094,70.12437439,0.42,0.58,48.1066251,58.55731425,49.43736716,2362.317863,59.4053775,1.318306956,1.164364783,3.592157318,0
1699,40963.5,948.776691,57.57861328,72.9602356,61.17002869,0.4,0.6,49.57428246,61.57975874,52.07204616,2592.438411,57.69411609,1.63725273,1.511875364,3.600671172,0
1700,2030.5,202.4680362,12.90083313,15.51190186,14.55412292,0.12,0.88,34.0012208,38.06148989,35.7657867,2167.261455,29.7694072,3.200823791,3.087116989,3.199772163,0
1701,10431,919.504614,7.068069458,7.987030029,8.378036499,0.03,0.97,26.91836111,28.70358084,29.48734675,1033.557926,14.86089407,3.484853281,3.401946734,3.374239677,0
1702,3271,269.7401146,1.257064819,1.178741455,1.191848755,0,1,9.330480418,8.982542461,9.021483221,182.1975478,3.166111592,3.857571125,3.835856713,2.885888324,0
1703,2488.5,247.2964635,0.4419555664,0.4283294678,0.4293518066,0,1,6.078751573,6.051114575,6.029219242,169.9730571,2.17534548,3.907947701,3.894590511,1.688057533,0
1704,9419.5,887.771639,18.78297424,23.23249817,22.35862732,0.09,0.91,55.62903616,62.54383112,60.29267837,4584.628788,33.4754804,3.375329898,3.257731265,3.384062756,0
1705,37018,943.5046141,48.55174255,56.33468628,53.74700928,0.34,0.66,57.57370188,62.76291296,60.26622271,5140.483086,78.91781016,1.912379162,1.818520291,3.314831439,0
1706,231.5,60.52691102,48.01100159,49.57342529,48.90019226,0.05,0.95,95.01197025,97.92876887,96.65952695,2058.952181,16.58068027,3.31267759,3.16644048,3.891024537,0
1707,45614.5,913.1198369,59.51823425,75.92431641,60.09507751,0.44,0.56,45.56017545,57.94214331,45.84134757,912.3755132,29.1177138,1.668267631,1.382257031,3.834743467,0
1708,19838,1118.475175,16.54008484,17.01844788,16.5930481,0.04,0.96,25.46917139,26.65428384,25.74295172,289.9166637,11.51085202,2.925032063,2.748905138,3.787235831,0
1709,84.5,37.07106769,27.93159485,31.86932373,31.99359131,0.05,0.95,68.54996649,74.6313256,74.1427649,6436.19302,46.80762507,3.208172135,3.116710916,3.409953346,0
1710,35059,891.3868632,27.55909729,36.09863281,33.71614075,0.26,0.74,48.50981672,55.05337521,52.48465386,3877.394018,53.83591551,2.417257892,2.238840359,3.317386479,0
